Id,Geography,Total; Estimate; Total population
1600000US2667140,"Rapid City CDP, Michigan",1614
1600000US2667280,"Ravenna village, Michigan",1279
1600000US2667500,"Reading city, Michigan",1026
1600000US2667820,"Reed City city, Michigan",2709
1600000US2667900,"Reese village, Michigan",1500
1600000US2667980,"Republic CDP, Michigan",410
1600000US2668240,"Richland village, Michigan",759
1600000US2668380,"Richmond city, Michigan",5871
1600000US2668760,"River Rouge city, Michigan",7559
1600000US2668880,"Riverview city, Michigan",12192
1600000US2668990,"Robin Glen-Indiantown CDP, Michigan",921
1600000US2669020,"Rochester city, Michigan",12987
1600000US2669035,"Rochester Hills city, Michigan",73458
1600000US2669080,"Rockford city, Michigan",6132
1600000US2669180,"Rockwood city, Michigan",3197
1600000US2669260,"Rogers City city, Michigan",2709
1600000US2669400,"Romeo village, Michigan",4016
1600000US2669420,"Romulus city, Michigan",23479
1600000US2669520,"Roosevelt Park city, Michigan",3810
1600000US2669540,"Roscommon village, Michigan",1143
1600000US2669640,"Rosebush village, Michigan",332
1600000US2669680,"Rose City city, Michigan",647
1600000US2669800,"Roseville city, Michigan",47617
1600000US2669880,"Rothbury village, Michigan",388
1600000US2670040,"Royal Oak city, Michigan",58973
1600000US2670520,"Saginaw city, Michigan",49366
1600000US2670640,"St. Charles village, Michigan",1990
1600000US2670680,"St. Clair city, Michigan",5375
1600000US2670760,"St. Clair Shores city, Michigan",59865
1600000US2670800,"St. Helen CDP, Michigan",2786
1600000US2670840,"St. Ignace city, Michigan",2458
1600000US2670900,"St. James CDP, Michigan",210
1600000US2670940,"St. Johns city, Michigan",7894
1600000US2670960,"St. Joseph city, Michigan",8301
1600000US2671000,"St. Louis city, Michigan",7261
1600000US2671140,"Saline city, Michigan",9160
1600000US2671340,"Sand Lake CDP, Michigan",1466
1600000US2671360,"Sand Lake village, Michigan",577
1600000US2671540,"Sandusky city, Michigan",2560
1600000US2671560,"Sanford village, Michigan",849
1600000US2671660,"Saranac village, Michigan",1363
1600000US2671700,"Saugatuck city, Michigan",915
1600000US2671740,"Sault Ste. Marie city, Michigan",13798
1600000US2671860,"Schoolcraft village, Michigan",1393
1600000US2672080,"Scottville city, Michigan",1262
1600000US2672180,"Sebewaing village, Michigan",1524
1600000US2672840,"Shelby village, Michigan",2256
1600000US2672960,"Shepherd village, Michigan",1444
1600000US2673100,"Sheridan village, Michigan",610
1600000US2673420,"Sherwood village, Michigan",367
1600000US2673560,"Shields CDP, Michigan",5961
1600000US2673660,"Shoreham village, Michigan",985
1600000US2673730,"Shorewood-Tower Hills-Harbert CDP, Michigan",1505
1600000US2674200,"Skidway Lake CDP, Michigan",3237
1600000US2674380,"Snover CDP, Michigan",419
1600000US2674740,"South Boardman CDP, Michigan",524
1600000US2674900,"Southfield city, Michigan",73228
1600000US2674960,"Southgate city, Michigan",29291
1600000US2674975,"South Gull Lake CDP, Michigan",1169
1600000US2674980,"South Haven city, Michigan",4345
1600000US2675100,"South Lyon city, Michigan",11695
1600000US2675140,"South Monroe CDP, Michigan",6215
1600000US2675220,"South Range village, Michigan",664
1600000US2675280,"South Rockwood village, Michigan",1845
1600000US2675420,"Sparta village, Michigan",4308
1600000US2675620,"Spring Arbor CDP, Michigan",2745
1600000US2675700,"Springfield city, Michigan",5203
1600000US2675820,"Spring Lake village, Michigan",2449
1600000US2675860,"Springport village, Michigan",778
1600000US2676120,"Standish city, Michigan",1635
1600000US2676220,"Stanton city, Michigan",1392
1600000US2676240,"Stanwood village, Michigan",218
1600000US2676380,"Stephenson city, Michigan",909
1600000US2676420,"Sterling village, Michigan",576
1600000US2676460,"Sterling Heights city, Michigan",131996
1600000US2676500,"Stevensville village, Michigan",1158
1600000US2676560,"Stockbridge village, Michigan",1293
1600000US2676720,"Stony Point CDP, Michigan",1254
1600000US2676820,"Stronach CDP, Michigan",245
1600000US2676960,"Sturgis city, Michigan",10861
1600000US2677420,"Sunfield village, Michigan",512
1600000US2677600,"Suttons Bay village, Michigan",533
1600000US2677700,"Swartz Creek city, Michigan",5565
1600000US2677860,"Sylvan Lake city, Michigan",1753
1600000US2678140,"Tawas City city, Michigan",1780
1600000US2679000,"Taylor city, Michigan",61648
1600000US2679120,"Tecumseh city, Michigan",8351
1600000US2679160,"Tekonsha village, Michigan",565
1600000US2679240,"Temperance CDP, Michigan",8599
1600000US2679600,"Thompsonville village, Michigan",550
1600000US2679720,"Three Oaks village, Michigan",1544
1600000US2679760,"Three Rivers city, Michigan",7726
1600000US2680340,"Traverse City city, Michigan",15550
1600000US2680420,"Trenton city, Michigan",18392
1600000US2680660,"Trowbridge Park CDP, Michigan",2482
1600000US2680700,"Troy city, Michigan",83336
1600000US2680820,"Turner village, Michigan",149
1600000US2680960,"Tustin village, Michigan",223
1600000US2681020,"Twining village, Michigan",200
1600000US2681040,"Twin Lake CDP, Michigan",1845
1600000US2681200,"Ubly village, Michigan",752
1600000US2681360,"Union City village, Michigan",1667
1600000US2681420,"Unionville village, Michigan",500
1600000US2681540,"Utica city, Michigan",4873
1600000US2681680,"Vandalia village, Michigan",432
1600000US2681700,"Vanderbilt village, Michigan",553
1600000US2681740,"Vandercook Lake CDP, Michigan",4711
1600000US2681840,"Vassar city, Michigan",2599
1600000US2681960,"Vermontville village, Michigan",809
1600000US2682020,"Vernon village, Michigan",747
1600000US2682300,"Vicksburg village, Michigan",3113
1600000US2682450,"Village of Clarkston city, Michigan",916
1600000US2682453,"Village of Grosse Pointe Shores city, Michigan",2910
1600000US2682490,"Vineyard Lake CDP, Michigan",710
1600000US2682680,"Wacousta CDP, Michigan",1416
1600000US2682780,"Wakefield city, Michigan",1667
1600000US2682880,"Waldron village, Michigan",565
1600000US2682960,"Walker city, Michigan",24618
1600000US2683020,"Walkerville village, Michigan",198
1600000US2683060,"Walled Lake city, Michigan",7174
1600000US2683140,"Walloon Lake CDP, Michigan",312
1600000US2684000,"Warren city, Michigan",135147
1600000US2684360,"Watersmeet CDP, Michigan",418
1600000US2684500,"Watervliet city, Michigan",1747
1600000US2684800,"Waverly CDP, Michigan",24589
1600000US2684880,"Wayland city, Michigan",4158
1600000US2684940,"Wayne city, Michigan",17090
1600000US2685080,"Webberville village, Michigan",1156
1600000US2685110,"Wedgewood CDP, Michigan",212
1600000US2685140,"Weidman CDP, Michigan",860
1600000US2685300,"Wellston CDP, Michigan",265
1600000US2685580,"West Branch city, Michigan",2288
1600000US2685700,"West Ishpeming CDP, Michigan",2956
1600000US2686000,"Westland city, Michigan",82172
1600000US2686050,"West Monroe CDP, Michigan",3397
1600000US2686120,"Westphalia village, Michigan",961
1600000US2686380,"Westwood CDP, Michigan",9405
1600000US2686680,"White Cloud city, Michigan",1346
1600000US2686780,"Whitehall city, Michigan",2699
1600000US2686920,"White Pigeon village, Michigan",1397
1600000US2686960,"White Pine CDP, Michigan",452
1600000US2687060,"Whitmore Lake CDP, Michigan",6876
1600000US2687140,"Whittemore city, Michigan",490
1600000US2687420,"Williamston city, Michigan",3891
1600000US2688140,"Wixom city, Michigan",13777
1600000US2688220,"Wolf Lake CDP, Michigan",3980
1600000US2688240,"Wolverine village, Michigan",266
1600000US2688260,"Wolverine Lake village, Michigan",4483
1600000US2688380,"Woodhaven city, Michigan",12565
1600000US2688420,"Woodland village, Michigan",546
1600000US2688480,"Woodland Beach CDP, Michigan",2030
1600000US2688900,"Wyandotte city, Michigan",25175
1600000US2688940,"Wyoming city, Michigan",75124
1600000US2689000,"Yale city, Michigan",2005
1600000US2689140,"Ypsilanti city, Michigan",20804
1600000US2689240,"Zeba CDP, Michigan",351
1600000US2689260,"Zeeland city, Michigan",5584
1600000US2689320,"Zilwaukee city, Michigan",1680
1600000US2700172,"Ada city, Minnesota",1795
1600000US2700190,"Adams city, Minnesota",730
1600000US2700262,"Adrian city, Minnesota",1198
1600000US2700316,"Afton city, Minnesota",2963
1600000US2700460,"Aitkin city, Minnesota",2171
1600000US2700496,"Akeley city, Minnesota",338
1600000US2700622,"Albany city, Minnesota",2674
1600000US2700676,"Alberta city, Minnesota",157
1600000US2700694,"Albert Lea city, Minnesota",17716
1600000US2700730,"Albertville city, Minnesota",7303
1600000US2700838,"Alden city, Minnesota",685
1600000US2700892,"Aldrich city, Minnesota",55
1600000US2700928,"Alexandria city, Minnesota",13203
1600000US2701162,"Alpha city, Minnesota",179
1600000US2701234,"Altura city, Minnesota",528
1600000US2701252,"Alvarado city, Minnesota",467
1600000US2701324,"Amboy city, Minnesota",744
1600000US2701486,"Andover city, Minnesota",32257
1600000US2701558,"Angle Inlet CDP, Minnesota",17
1600000US2701684,"Annandale city, Minnesota",3332
1600000US2701720,"Anoka city, Minnesota",17374
1600000US2701864,"Appleton city, Minnesota",1449
1600000US2701900,"Apple Valley city, Minnesota",51109
1600000US2701972,"Arco city, Minnesota",98
1600000US2702026,"Arden Hills city, Minnesota",10250
1600000US2702134,"Argyle city, Minnesota",708
1600000US2702152,"Arlington city, Minnesota",2179
1600000US2702422,"Ashby city, Minnesota",517
1600000US2702548,"Askov city, Minnesota",352
1600000US2702692,"Atwater city, Minnesota",1048
1600000US2702728,"Audubon city, Minnesota",546
1600000US2702872,"Aurora city, Minnesota",1741
1600000US2702908,"Austin city, Minnesota",24882
1600000US2703052,"Avoca city, Minnesota",101
1600000US2703070,"Avon city, Minnesota",1707
1600000US2703106,"Babbitt city, Minnesota",1496
1600000US2703124,"Backus city, Minnesota",313
1600000US2703160,"Badger city, Minnesota",450
1600000US2703196,"Bagley city, Minnesota",1611
1600000US2703214,"Baker CDP, Minnesota",57
1600000US2703250,"Balaton city, Minnesota",590
1600000US2703376,"Ball Club CDP, Minnesota",246
1600000US2703574,"Barnesville city, Minnesota",2574
1600000US2703628,"Barnum city, Minnesota",684
1600000US2703682,"Barrett city, Minnesota",385
1600000US2703718,"Barry city, Minnesota",4
1600000US2703970,"Battle Lake city, Minnesota",735
1600000US2704024,"Baudette city, Minnesota",1004
1600000US2704042,"Baxter city, Minnesota",7988
1600000US2704114,"Bayport city, Minnesota",3688
1600000US2704204,"Beardsley city, Minnesota",204
1600000US2704348,"Beaulieu CDP, Minnesota",37
1600000US2704456,"Beaver Bay city, Minnesota",100
1600000US2704492,"Beaver Creek city, Minnesota",371
1600000US2704618,"Becker city, Minnesota",4734
1600000US2704672,"Bejou city, Minnesota",74
1600000US2704762,"Belgrade city, Minnesota",899
1600000US2704798,"Bellechester city, Minnesota",221
1600000US2704834,"Belle Plaine city, Minnesota",6935
1600000US2704960,"Bellingham city, Minnesota",238
1600000US2705014,"Beltrami city, Minnesota",102
1600000US2705050,"Belview city, Minnesota",364
1600000US2705068,"Bemidji city, Minnesota",14803
1600000US2705104,"Bena city, Minnesota",106
1600000US2705212,"Benson city, Minnesota",3113
1600000US2705482,"Bertha city, Minnesota",641
1600000US2705554,"Bethel city, Minnesota",467
1600000US2705644,"Bigelow city, Minnesota",225
1600000US2705680,"Big Falls city, Minnesota",278
1600000US2705698,"Bigfork city, Minnesota",401
1600000US2705744,"Big Lake CDP, Minnesota",374
1600000US2705752,"Big Lake city, Minnesota",10516
1600000US2705896,"Bingham Lake city, Minnesota",175
1600000US2706058,"Birchwood Village city, Minnesota",897
1600000US2706076,"Bird Island city, Minnesota",867
1600000US2706112,"Biscay city, Minnesota",111
1600000US2706148,"Biwabik city, Minnesota",852
1600000US2706256,"Blackduck city, Minnesota",821
1600000US2706382,"Blaine city, Minnesota",62453
1600000US2706490,"Blomkest city, Minnesota",123
1600000US2706580,"Blooming Prairie city, Minnesota",1949
1600000US2706616,"Bloomington city, Minnesota",85417
1600000US2706688,"Blue Earth city, Minnesota",3169
1600000US2706778,"Bluffton city, Minnesota",155
1600000US2706814,"Bock city, Minnesota",108
1600000US2707030,"Borup city, Minnesota",76
1600000US2707048,"Bovey city, Minnesota",822
1600000US2707066,"Bowlus city, Minnesota",327
1600000US2707138,"Boyd city, Minnesota",116
1600000US2707174,"Boy River city, Minnesota",59
1600000US2707282,"Braham city, Minnesota",1866
1600000US2707300,"Brainerd city, Minnesota",13394
1600000US2707336,"Brandon city, Minnesota",528
1600000US2707462,"Breckenridge city, Minnesota",3273
1600000US2707516,"Breezy Point city, Minnesota",2239
1600000US2707660,"Brewster city, Minnesota",515
1600000US2707678,"Bricelyn city, Minnesota",331
1600000US2707948,"Brooklyn Center city, Minnesota",30885
1600000US2707966,"Brooklyn Park city, Minnesota",79462
1600000US2707984,"Brook Park city, Minnesota",118
1600000US2708038,"Brooks city, Minnesota",120
1600000US2708056,"Brookston city, Minnesota",155
1600000US2708092,"Brooten city, Minnesota",570
1600000US2708110,"Browerville city, Minnesota",780
1600000US2708164,"Brownsdale city, Minnesota",649
1600000US2708200,"Browns Valley city, Minnesota",522
1600000US2708218,"Brownsville city, Minnesota",639
1600000US2708254,"Brownton city, Minnesota",806
1600000US2708290,"Bruno city, Minnesota",85
1600000US2708416,"Buckman city, Minnesota",277
1600000US2708452,"Buffalo city, Minnesota",15996
1600000US2708488,"Buffalo Lake city, Minnesota",759
1600000US2708524,"Buhl city, Minnesota",1011
1600000US2708794,"Burnsville city, Minnesota",61302
1600000US2708902,"Burtrum city, Minnesota",133
1600000US2708992,"Butterfield city, Minnesota",545
1600000US2709154,"Byron city, Minnesota",5272
1600000US2709226,"Caledonia city, Minnesota",2777
1600000US2709280,"Callaway city, Minnesota",216
1600000US2709316,"Calumet city, Minnesota",394
1600000US2709370,"Cambridge city, Minnesota",8462
1600000US2709496,"Campbell city, Minnesota",161
1600000US2709604,"Canby city, Minnesota",1684
1600000US2709730,"Cannon Falls city, Minnesota",4049
1600000US2709802,"Canton city, Minnesota",307
1600000US2709964,"Carlos city, Minnesota",472
1600000US2710018,"Carlton city, Minnesota",1003
1600000US2710144,"Carver city, Minnesota",4470
1600000US2710252,"Cass Lake city, Minnesota",721
1600000US2710468,"Cedar Mills city, Minnesota",48
1600000US2710576,"Center City city, Minnesota",684
1600000US2710648,"Centerville city, Minnesota",3943
1600000US2710792,"Ceylon city, Minnesota",340
1600000US2710846,"Champlin city, Minnesota",24209
1600000US2710900,"Chandler city, Minnesota",325
1600000US2710918,"Chanhassen city, Minnesota",25108
1600000US2710972,"Chaska city, Minnesota",25578
1600000US2711008,"Chatfield city, Minnesota",3067
1600000US2711296,"Chickamaw Beach city, Minnesota",123
1600000US2711350,"Chisago City city, Minnesota",5008
1600000US2711386,"Chisholm city, Minnesota",4974
1600000US2711440,"Chokio city, Minnesota",428
1600000US2711494,"Circle Pines city, Minnesota",4967
1600000US2711548,"Clara City city, Minnesota",1383
1600000US2711566,"Claremont city, Minnesota",632
1600000US2711602,"Clarissa city, Minnesota",799
1600000US2711656,"Clarkfield city, Minnesota",850
1600000US2711674,"Clarks Grove city, Minnesota",680
1600000US2711746,"Clearbrook city, Minnesota",472
1600000US2711764,"Clear Lake city, Minnesota",594
1600000US2711800,"Clearwater city, Minnesota",1847
1600000US2711836,"Clements city, Minnesota",186
